id,routine_id,routine_name,step_number,step_description,encouragement,age_group,dlss_domain,requires_adult
608,130,Help Wash Dishes,6,Apply soap to sponge,This is a very important step!,11 to 13,Home Management,No
609,130,Help Wash Dishes,7,Scrub dish,You're doing great!,11 to 13,Home Management,No
610,130,Help Wash Dishes,8,Rinse and dry dish,Scrub a dub dub!,11 to 13,Home Management,No
611,131,Help Wash Dishes,1,Scrape leftover food into garbage,Nice and sparkly!,14 to 16,Home Management,No
612,131,Help Wash Dishes,2,Get dish soap,You're doing great!,14 to 16,Home Management,No
613,131,Help Wash Dishes,3,Get dish sponge,This will come in handy!,14 to 16,Home Management,No
614,131,Help Wash Dishes,4,Get dish towel,Good attention to detail!,14 to 16,Home Management,No
615,131,Help Wash Dishes,5,Fill sink with hot Water and dish soap,Not too hot!,14 to 16,Home Management,No
616,131,Help Wash Dishes,6,Apply soap to sponge,This is a very important step!,14 to 16,Home Management,No
617,131,Help Wash Dishes,7,Scrub dish,You're doing great!,14 to 16,Home Management,No
618,131,Help Wash Dishes,8,Rinse and dry dish,Scrub a dub dub!,14 to 16,Home Management,No
619,69,Help Wash Laundry,1,Get laundry detergent,You're doing great!,8 to 10,Home Management,No
620,69,Help Wash Laundry,2,Collect dirty laundry,Thank you for helping the clothes get clean!,8 to 10,Home Management,No
621,69,Help Wash Laundry,3,Sort laundry by color,This is a very important step!,8 to 10,Home Management,No
622,69,Help Wash Laundry,4,Put clothes in washer,You're doing great!,8 to 10,Home Management,No
623,69,Help Wash Laundry,5,Measure detergent,Good job measuring!,8 to 10,Home Management,No
624,69,Help Wash Laundry,6,Add detergent,You're doing great!,8 to 10,Home Management,No
625,69,Help Wash Laundry,7,Start the washer,You're doing great!,8 to 10,Home Management,No
626,69,Help Wash Laundry,8,Put laundry detergent away,Everything in its place!,8 to 10,Home Management,No
627,99,Help Wash Laundry,1,Get laundry detergent,You're doing great!,11 to 13,Home Management,No
628,99,Help Wash Laundry,2,Collect dirty laundry,Thank you for helping the clothes get clean!,11 to 13,Home Management,No
629,99,Help Wash Laundry,3,Sort laundry by color,This is a very important step!,11 to 13,Home Management,No
630,99,Help Wash Laundry,4,Put clothes in washer,You're doing great!,11 to 13,Home Management,No
631,99,Help Wash Laundry,5,Measure detergent,Good job measuring!,11 to 13,Home Management,No
632,99,Help Wash Laundry,6,Add detergent,You're doing great!,11 to 13,Home Management,No
633,99,Help Wash Laundry,7,Start the washer,You're doing great!,11 to 13,Home Management,No
634,99,Help Wash Laundry,8,Put laundry detergent away,Everything in its place!,11 to 13,Home Management,No
635,134,Help Wash Laundry,1,Get laundry detergent,You're doing great!,14 to 16,Home Management,No
636,134,Help Wash Laundry,2,Collect dirty laundry,Thank you for helping the clothes get clean!,14 to 16,Home Management,No
637,134,Help Wash Laundry,3,Sort laundry by color,This is a very important step!,14 to 16,Home Management,No
638,134,Help Wash Laundry,4,Put clothes in washer,You're doing great!,14 to 16,Home Management,No
639,134,Help Wash Laundry,5,Measure detergent,Good job measuring!,14 to 16,Home Management,No
640,134,Help Wash Laundry,6,Add detergent,You're doing great!,14 to 16,Home Management,No
641,134,Help Wash Laundry,7,Start the washer,You're doing great!,14 to 16,Home Management,No
642,134,Help Wash Laundry,8,Put laundry detergent away,Everything in its place!,14 to 16,Home Management,No
643,135,Help Dry Laundry,1,Get fabric softener,So responsible!,8 to 10,Home Management,No
644,135,Help Dry Laundry,2,Remove lint tray,Thank you for helping the clothes get clean!,8 to 10,Home Management,Yes
645,135,Help Dry Laundry,3,Clear lint tray,This is a very important step!,8 to 10,Home Management,No
646,135,Help Dry Laundry,4,Put lint tray in dryer,Everything in its place!,8 to 10,Home Management,Yes
647,135,Help Dry Laundry,5,Put lint in trash can,You're very good at this!,8 to 10,Home Management,No
648,135,Help Dry Laundry,6,Gather clothes from washing machine,Ready to dry!,8 to 10,Home Management,No
649,135,Help Dry Laundry,7,Add clothes to dryer,Wet clothes love it here!,8 to 10,Home Management,No
650,135,Help Dry Laundry,8,Select dryer setting,Almost done!,8 to 10,Home Management,No
651,135,Help Dry Laundry,9,Add fabric softener to dyer,Smells good!,8 to 10,Home Management,No
652,135,Help Dry Laundry,10,Turn on dryer,Awesome job!,8 to 10,Home Management,No
653,136,Help Dry Laundry,1,Get fabric softener,So responsible!,11 to 13,Home Management,No
654,136,Help Dry Laundry,2,Remove lint tray,Thank you for helping the clothes get clean!,11 to 13,Home Management,Yes
655,136,Help Dry Laundry,3,Clear lint tray,This is a very important step!,11 to 13,Home Management,No
656,136,Help Dry Laundry,4,Put lint tray in dryer,Everything in its place!,11 to 13,Home Management,Yes
657,136,Help Dry Laundry,5,Put lint in trash can,You're very good at this!,11 to 13,Home Management,No
658,136,Help Dry Laundry,6,Gather clothes from washing machine,Ready to dry!,11 to 13,Home Management,No
659,136,Help Dry Laundry,7,Add clothes to dryer,Wet clothes love it here!,11 to 13,Home Management,No
660,136,Help Dry Laundry,8,Select dryer setting,Almost done!,11 to 13,Home Management,No
661,136,Help Dry Laundry,9,Add fabric softener to dyer,Smells good!,11 to 13,Home Management,No
662,136,Help Dry Laundry,10,Turn on dryer,Awesome job!,11 to 13,Home Management,No
663,137,Help Dry Laundry,1,Get fabric softener,So responsible!,14 to 16,Home Management,No
664,137,Help Dry Laundry,2,Remove lint tray,Thank you for helping the clothes get clean!,14 to 16,Home Management,No
665,137,Help Dry Laundry,3,Clear lint tray,This is a very important step!,14 to 16,Home Management,No
666,137,Help Dry Laundry,4,Put lint tray in dryer,Everything in its place!,14 to 16,Home Management,No
667,137,Help Dry Laundry,5,Put lint in trash can,You're very good at this!,14 to 16,Home Management,No
668,137,Help Dry Laundry,6,Gather clothes from washing machine,Ready to dry!,14 to 16,Home Management,No
669,137,Help Dry Laundry,7,Add clothes to dryer,Wet clothes love it here!,14 to 16,Home Management,No
670,137,Help Dry Laundry,8,Select dryer setting,Almost done!,14 to 16,Home Management,No
671,137,Help Dry Laundry,9,Add fabric softener to dyer,Smells good!,14 to 16,Home Management,No
672,137,Help Dry Laundry,10,Turn on dryer,Awesome job!,14 to 16,Home Management,No
673,138,Load Dishwasher,1,Get Dishwasher detergent,Let's make those dishes sparkle!,8 to 10,Home Management,No
674,138,Load Dishwasher,2,Scrape food off plates,You're doing great!,8 to 10,Home Management,No
675,138,Load Dishwasher,3,Place dishes in racks,You're doing great!,8 to 10,Home Management,No
676,138,Load Dishwasher,4,Add Dishwasher detergent,You're doing great!,8 to 10,Home Management,No
677,138,Load Dishwasher,5,Close Dishwasher,You're doing great!,8 to 10,Home Management,No
678,138,Load Dishwasher,6,Start Dishwasher,What a super helper!,8 to 10,Home Management,No
679,139,Load Dishwasher,1,Get Dishwasher detergent,Let's make those dishes sparkle!,11 to 13,Home Management,No
680,139,Load Dishwasher,2,Scrape food off plates,You're doing great!,11 to 13,Home Management,No
681,139,Load Dishwasher,3,Place dishes in racks,You're doing great!,11 to 13,Home Management,No
682,139,Load Dishwasher,4,Add Dishwasher detergent,You're doing great!,11 to 13,Home Management,No
683,139,Load Dishwasher,5,Close Dishwasher,You're doing great!,11 to 13,Home Management,No
684,139,Load Dishwasher,6,Start Dishwasher,What a super helper!,11 to 13,Home Management,No
685,140,Load Dishwasher,1,Get Dishwasher detergent,Let's make those dishes sparkle!,14 to 16,Home Management,No
686,140,Load Dishwasher,2,Scrape food off plates,You're doing great!,14 to 16,Home Management,No
687,140,Load Dishwasher,3,Place dishes in racks,You're doing great!,14 to 16,Home Management,No
688,140,Load Dishwasher,4,Add Dishwasher detergent,You're doing great!,14 to 16,Home Management,No
689,140,Load Dishwasher,5,Close Dishwasher,You're doing great!,14 to 16,Home Management,No
690,140,Load Dishwasher,6,Start Dishwasher,What a super helper!,14 to 16,Home Management,No
691,141,Make Bed,1,Pull up sheets,You're doing great!,5 to 7,Home Management,No
692,141,Make Bed,2,Straighten blanket,You're doing great!,5 to 7,Home Management,No
693,141,Make Bed,3,Place pillows neatly,You're doing great!,5 to 7,Home Management,No
694,141,Make Bed,4,Smooth out wrinkles,You're doing great!,5 to 7,Home Management,No
695,142,Make Bed,1,Pull up sheets,You're doing great!,8 to 10,Home Management,No
696,142,Make Bed,2,Straighten blanket,You're doing great!,8 to 10,Home Management,No
697,142,Make Bed,3,Place pillows neatly,You're doing great!,8 to 10,Home Management,No
698,142,Make Bed,4,Smooth out wrinkles,You're doing great!,8 to 10,Home Management,No
699,143,Make Bed,1,Pull up sheets,You're doing great!,11 to 13,Home Management,No
700,143,Make Bed,2,Straighten blanket,You're doing great!,11 to 13,Home Management,No
701,143,Make Bed,3,Place pillows neatly,You're doing great!,11 to 13,Home Management,No
702,143,Make Bed,4,Smooth out wrinkles,You're doing great!,11 to 13,Home Management,No
703,144,Make Bed,1,Pull up sheets,You're doing great!,14 to 16,Home Management,No
704,144,Make Bed,2,Straighten blanket,You're doing great!,14 to 16,Home Management,No
705,144,Make Bed,3,Place pillows neatly,You're doing great!,14 to 16,Home Management,No
706,144,Make Bed,4,Smooth out wrinkles,You're doing great!,14 to 16,Home Management,No
707,145,Pack Lunchbox,1,Choose food items,You're doing great!,5 to 7,Meal Preparation,Yes
708,145,Pack Lunchbox,2,Cloose drink,Excellent choice!,5 to 7,Meal Preparation,Yes
709,145,Pack Lunchbox,3,Get utensils,We might need a spoon or a fork!,5 to 7,Meal Preparation,Yes
710,145,Pack Lunchbox,4,Get napkins,You're doing great!,5 to 7,Meal Preparation,Yes
711,145,Pack Lunchbox,5,Get food containers,So proud of you!,5 to 7,Meal Preparation,Yes
712,145,Pack Lunchbox,6,Assemble sandwich or main dish,That look tasty!,5 to 7,Meal Preparation,Yes
713,145,Pack Lunchbox,7,Place food in container,You're doing great!,5 to 7,Meal Preparation,Yes
714,145,Pack Lunchbox,8,Close container lid,You're doing great!,5 to 7,Meal Preparation,Yes
715,145,Pack Lunchbox,9,Put everything in lunchbox,Great packing!,5 to 7,Meal Preparation,Yes
716,145,Pack Lunchbox,10,Close lunchbox,Ready for tomorrow!,5 to 7,Meal Preparation,Yes
717,145,Pack Lunchbox,11,Put lunchbox in fridge,So responsible!,5 to 7,Meal Preparation,Yes
718,146,Pack Lunchbox,1,Choose food items,You're doing great!,8 to 10,Meal Preparation,No
719,146,Pack Lunchbox,2,Cloose drink,Excellent choice!,8 to 10,Meal Preparation,No
720,146,Pack Lunchbox,3,Get utensils,We might need a spoon or a fork!,8 to 10,Meal Preparation,No
721,146,Pack Lunchbox,4,Get napkins,You're doing great!,8 to 10,Meal Preparation,No
722,146,Pack Lunchbox,5,Get food containers,So proud of you!,8 to 10,Meal Preparation,No
723,146,Pack Lunchbox,6,Assemble sandwich or main dish,That look tasty!,8 to 10,Meal Preparation,No
724,146,Pack Lunchbox,7,Place food in container,You're doing great!,8 to 10,Meal Preparation,No
725,146,Pack Lunchbox,8,Close container lid,You're doing great!,8 to 10,Meal Preparation,No
726,146,Pack Lunchbox,9,Put everything in lunchbox,Great packing!,8 to 10,Meal Preparation,No
727,146,Pack Lunchbox,10,Close lunchbox,You're a lunch-packing pro!,8 to 10,Meal Preparation,No
728,146,Pack Lunchbox,11,Put lunchbox in fridge,So responsible!,8 to 10,Meal Preparation,No
729,147,Pack Lunchbox,1,Choose food items,You're doing great!,11 to 13,Meal Preparation,No
730,147,Pack Lunchbox,2,Cloose drink,Excellent choice!,11 to 13,Meal Preparation,No
731,147,Pack Lunchbox,3,Get utensils,We might need a spoon or a fork!,11 to 13,Meal Preparation,No
732,147,Pack Lunchbox,4,Get napkins,You're doing great!,11 to 13,Meal Preparation,No
733,147,Pack Lunchbox,5,Get food containers,So proud of you!,11 to 13,Meal Preparation,No
734,147,Pack Lunchbox,6,Assemble sandwich or main dish,That look tasty!,11 to 13,Meal Preparation,No
735,147,Pack Lunchbox,7,Place food in container,You're doing great!,11 to 13,Meal Preparation,No
736,147,Pack Lunchbox,8,Close container lid,You're doing great!,11 to 13,Meal Preparation,No
737,147,Pack Lunchbox,9,Put everything in lunchbox,Great packing!,11 to 13,Meal Preparation,No
738,147,Pack Lunchbox,10,Close lunchbox,You're a lunch-packing pro!,11 to 13,Meal Preparation,No
739,147,Pack Lunchbox,11,Put lunchbox in fridge,Ready for tomorrow!,11 to 13,Meal Preparation,No
740,148,Pack Lunchbox,1,Choose food items,You're doing great!,14 to 16,Meal Preparation,No
741,148,Pack Lunchbox,2,Cloose drink,Excellent choice!,14 to 16,Meal Preparation,No
742,148,Pack Lunchbox,3,Get utensils,We might need a spoon or a fork!,14 to 16,Meal Preparation,No
743,148,Pack Lunchbox,4,Get napkins,You're doing great!,14 to 16,Meal Preparation,No
744,148,Pack Lunchbox,5,Get food containers,So proud of you!,14 to 16,Meal Preparation,No
745,148,Pack Lunchbox,6,Assemble sandwich or main dish,That look tasty!,14 to 16,Meal Preparation,No
746,148,Pack Lunchbox,7,Place food in container,You're doing great!,14 to 16,Meal Preparation,No
747,148,Pack Lunchbox,8,Close container lid,You're doing great!,14 to 16,Meal Preparation,No
748,148,Pack Lunchbox,9,Put everything in lunchbox,Great packing!,14 to 16,Meal Preparation,No
749,148,Pack Lunchbox,10,Close lunchbox,You're a lunch-packing pro!,14 to 16,Meal Preparation,No
750,148,Pack Lunchbox,11,Put lunchbox in fridge,So responsible!,14 to 16,Meal Preparation,No
751,149,Match Socks,1,Lay out socks,You're doing great!,5 to 7,Dressing,Yes
752,149,Match Socks,2,Find matching colors,You're doing great!,5 to 7,Dressing,Yes
753,149,Match Socks,3,Pair socks together,You're doing great!,5 to 7,Dressing,Yes
754,149,Match Socks,4,Fold or roll pairs,You're doing great!,5 to 7,Dressing,Yes
755,150,Match Socks,1,Lay out socks,You're doing great!,8 to 10,Dressing,No
756,150,Match Socks,2,Find matching colors,You're doing great!,8 to 10,Dressing,No
757,150,Match Socks,3,Pair socks together,You're doing great!,8 to 10,Dressing,No
758,150,Match Socks,4,Fold or roll pairs,You're doing great!,8 to 10,Dressing,No
759,151,Match Socks,1,Lay out socks,You're doing great!,11 to 13,Dressing,No
760,151,Match Socks,2,Find matching colors,You're doing great!,11 to 13,Dressing,No
761,151,Match Socks,3,Pair socks together,You're doing great!,11 to 13,Dressing,No
762,151,Match Socks,4,Fold or roll pairs,You're doing great!,11 to 13,Dressing,No
763,152,Match Socks,1,Lay out socks,You're doing great!,14 to 16,Dressing,No
764,152,Match Socks,2,Find matching colors,You're doing great!,14 to 16,Dressing,No
765,152,Match Socks,3,Pair socks together,You're doing great!,14 to 16,Dressing,No
766,152,Match Socks,4,Fold or roll pairs,You're doing great!,14 to 16,Dressing,No
767,153,Mop Floor,1,Get floor cleaner,Let's make the floor shine!,11 to 13,Home Management,No
768,153,Mop Floor,2,Get Mop ,Clean floors are important!,11 to 13,Home Management,No
769,153,Mop Floor,3,Get Mop bucket,We will need this later!,11 to 13,Home Management,No
770,153,Mop Floor,4,Fill Mop bucket with cleaner,You're doing great!,11 to 13,Home Management,No
771,153,Mop Floor,5,Add Water to Mop bucket,Thank you for being careful!,11 to 13,Home Management,No
772,153,Mop Floor,6,Dip Mop in Mop bucket,You're doing great!,11 to 13,Home Management,No
773,153,Mop Floor,7,Wring Mop ,The floor is cleaner thanks to you!,11 to 13,Home Management,No
774,153,Mop Floor,8,Mop one area at a time,Clean and shine!,11 to 13,Home Management,No
775,153,Mop Floor,9,Empty Mop bucket,You're a cleaning champ!,11 to 13,Home Management,No
776,153,Mop Floor,10,Rinse Mop bucket,You're doing great!,11 to 13,Home Management,No
777,153,Mop Floor,11,Put Mop bucket away,Everything in its place!,11 to 13,Home Management,No
778,153,Mop Floor,12,Put Mop away,Nice and neat!,11 to 13,Home Management,No
779,153,Mop Floor,13,Put floor cleaner away,Great job!,11 to 13,Home Management,No
780,154,Mop Floor,1,Get floor cleaner,Let's make the floor shine!,14 to 16,Home Management,No
781,154,Mop Floor,2,Get Mop ,Clean floors are important!,14 to 16,Home Management,No
782,154,Mop Floor,3,Get Mop bucket,We will need this later!,14 to 16,Home Management,No
783,154,Mop Floor,4,Fill Mop bucket with cleaner,You're doing great!,14 to 16,Home Management,No
784,154,Mop Floor,5,Add Water to Mop bucket,Thank you for being careful!,14 to 16,Home Management,No
785,154,Mop Floor,6,Dip Mop in Mop bucket,You're doing great!,14 to 16,Home Management,No
786,154,Mop Floor,7,Wring Mop ,The floor is cleaner thanks to you!,14 to 16,Home Management,No
787,154,Mop Floor,8,Mop one area at a time,Clean and shine!,14 to 16,Home Management,No
788,154,Mop Floor,9,Empty Mop bucket,You're a cleaning champ!,14 to 16,Home Management,No
789,154,Mop Floor,10,Rinse Mop bucket,You're doing great!,14 to 16,Home Management,No
790,154,Mop Floor,11,Put Mop bucket away,Everything in its place!,14 to 16,Home Management,No
791,154,Mop Floor,12,Put Mop away,Nice and neat!,14 to 16,Home Management,No
792,154,Mop Floor,13,Put floor cleaner away,Great job!,14 to 16,Home Management,No
793,155,Pack Gym Clothes/Sports Gear,1,Find gym clothes,You're doing great!,8 to 10,Communication/Organization,No
794,155,Pack Gym Clothes/Sports Gear,2,Fold and pack in bag,You're doing great!,8 to 10,Communication/Organization,No
795,155,Pack Gym Clothes/Sports Gear,3,Add any gear or shoes,You're doing great!,8 to 10,Communication/Organization,No
796,155,Pack Gym Clothes/Sports Gear,4,Zip bag closed,You're doing great!,8 to 10,Communication/Organization,No
797,156,Pack Gym Clothes/Sports Gear,1,Find gym clothes,You're doing great!,11 to 13,Communication/Organization,No
798,156,Pack Gym Clothes/Sports Gear,2,Fold and pack in bag,You're doing great!,11 to 13,Communication/Organization,No
799,156,Pack Gym Clothes/Sports Gear,3,Add any gear or shoes,You're doing great!,11 to 13,Communication/Organization,No
800,156,Pack Gym Clothes/Sports Gear,4,Zip bag closed,You're doing great!,11 to 13,Communication/Organization,No
801,157,Pack Gym Clothes/Sports Gear,1,Find gym clothes,You're doing great!,14 to 16,Communication/Organization,No
802,157,Pack Gym Clothes/Sports Gear,2,Fold and pack in bag,You're doing great!,14 to 16,Communication/Organization,No
803,157,Pack Gym Clothes/Sports Gear,3,Add any gear or shoes,You're doing great!,14 to 16,Communication/Organization,No
804,157,Pack Gym Clothes/Sports Gear,4,Zip bag closed,You're doing great!,14 to 16,Communication/Organization,No
805,158,Pour Juice,1,Get cup,You're doing great!,8 to 10,Meal Preparation,No
806,158,Pour Juice,2,Get juice,Look at you!,8 to 10,Meal Preparation,No
807,158,Pour Juice,3,Open juice bottle,You're doing great!,8 to 10,Meal Preparation,No
808,158,Pour Juice,4,Pour juice carefully,Careful!,8 to 10,Meal Preparation,No
809,158,Pour Juice,5,Close bottle and enjoy,Good job!,8 to 10,Meal Preparation,No
810,158,Pour Juice,6,Put juice away,Everything in its place!,8 to 10,Meal Preparation,No
811,159,Pour Juice,1,Get cup,You're doing great!,11 to 13,Meal Preparation,No
812,159,Pour Juice,2,Get juice,Look at you!,11 to 13,Meal Preparation,No
813,159,Pour Juice,3,Open juice bottle,You're doing great!,11 to 13,Meal Preparation,No
814,159,Pour Juice,4,Pour juice carefully,Careful!,11 to 13,Meal Preparation,No
815,159,Pour Juice,5,Close bottle and enjoy,Good job!,11 to 13,Meal Preparation,No
816,159,Pour Juice,6,Put juice away,Everything in its place!,11 to 13,Meal Preparation,No
817,160,Pour Juice,1,Get cup,You're doing great!,14 to 16,Meal Preparation,No
818,160,Pour Juice,2,Get juice,Look at you!,14 to 16,Meal Preparation,No
819,160,Pour Juice,3,Open juice bottle,You're doing great!,14 to 16,Meal Preparation,No
820,160,Pour Juice,4,Pour juice carefully,Careful!,14 to 16,Meal Preparation,No
821,160,Pour Juice,5,Close bottle and enjoy,Good job!,14 to 16,Meal Preparation,No
822,160,Pour Juice,6,Put juice away,Everything in its place!,14 to 16,Meal Preparation,No
823,161,Pour Milk,1,Get cup,You're doing great!,8 to 10,Meal Preparation,No
824,161,Pour Milk,2,Take milk from fridge,Look at you!,8 to 10,Meal Preparation,No
825,161,Pour Milk,3,Open milk container,You're doing great!,8 to 10,Meal Preparation,No
826,161,Pour Milk,4,Pour carefully into cup,Careful!,8 to 10,Meal Preparation,No
827,161,Pour Milk,5,Close milk container,Good job!,8 to 10,Meal Preparation,No
828,161,Pour Milk,6,Return milk to fridge,Everything in its place!,8 to 10,Meal Preparation,No
829,162,Pour Milk,1,Get cup,You're doing great!,11 to 13,Meal Preparation,No
830,162,Pour Milk,2,Take milk from fridge,Look at you!,11 to 13,Meal Preparation,No
831,162,Pour Milk,3,Open milk container,You're doing great!,11 to 13,Meal Preparation,No
832,162,Pour Milk,4,Pour carefully into cup,Careful!,11 to 13,Meal Preparation,No
833,162,Pour Milk,5,Close milk container,Good job!,11 to 13,Meal Preparation,No
834,162,Pour Milk,6,Return milk to fridge,Everything in its place!,11 to 13,Meal Preparation,No
835,163,Pour Milk,1,Get cup,You're doing great!,14 to 16,Meal Preparation,No
836,163,Pour Milk,2,Take milk from fridge,Look at you!,14 to 16,Meal Preparation,No
837,163,Pour Milk,3,Open milk container,You're doing great!,14 to 16,Meal Preparation,No
838,163,Pour Milk,4,Pour carefully into cup,Careful!,14 to 16,Meal Preparation,No
839,163,Pour Milk,5,Close milk container,Good job!,14 to 16,Meal Preparation,No
840,163,Pour Milk,6,Return milk to fridge,Everything in its place!,14 to 16,Meal Preparation,No
841,164,Pour Water ,1,Get cup,You're doing great!,8 to 10,Meal Preparation,No
842,164,Pour Water ,2,Turn on tap or Water filter,You're doing great!,8 to 10,Meal Preparation,No
843,164,Pour Water ,3,Fill cup,You're doing great!,8 to 10,Meal Preparation,No
844,164,Pour Water ,4,Turn off Water ,You're doing great!,8 to 10,Meal Preparation,No
845,165,Pour Water ,1,Get cup,You're doing great!,11 to 13,Meal Preparation,No
846,165,Pour Water ,2,Turn on tap or Water filter,You're doing great!,11 to 13,Meal Preparation,No
847,165,Pour Water ,3,Fill cup,You're doing great!,11 to 13,Meal Preparation,No
848,165,Pour Water ,4,Turn off Water ,You're doing great!,11 to 13,Meal Preparation,No
849,166,Pour Water ,1,Get cup,You're doing great!,14 to 16,Meal Preparation,No
850,166,Pour Water ,2,Turn on tap or Water filter,You're doing great!,14 to 16,Meal Preparation,No
851,166,Pour Water ,3,Fill cup,You're doing great!,14 to 16,Meal Preparation,No
852,166,Pour Water ,4,Turn off Water ,You're doing great!,14 to 16,Meal Preparation,No
853,167,Put Shoes Away,1,Find matching shoes,You're doing great!,5 to 7,Home Management,Yes
854,167,Put Shoes Away,2,Pick up shoes,You're doing great!,5 to 7,Home Management,Yes
855,167,Put Shoes Away,3,Carry to shoe rack or closet,You're doing great!,5 to 7,Home Management,Yes
856,167,Put Shoes Away,4,Place neatly on rack or in closet,You're doing great!,5 to 7,Home Management,Yes
857,168,Put Shoes Away,1,Find matching shoes,You're doing great!,8 to 10,Home Management,No
858,168,Put Shoes Away,2,Pick up shoes,You're doing great!,8 to 10,Home Management,No
859,168,Put Shoes Away,3,Carry to shoe rack or closet,You're doing great!,8 to 10,Home Management,No
860,168,Put Shoes Away,4,Place neatly on rack or in closet,You're doing great!,8 to 10,Home Management,No
861,169,Put Shoes Away,1,Find matching shoes,You're doing great!,11 to 13,Home Management,No
862,169,Put Shoes Away,2,Pick up shoes,You're doing great!,11 to 13,Home Management,No
863,169,Put Shoes Away,3,Carry to shoe rack or closet,You're doing great!,11 to 13,Home Management,No
864,169,Put Shoes Away,4,Place neatly on rack or in closet,You're doing great!,11 to 13,Home Management,No
865,170,Put Shoes Away,1,Find matching shoes,You're doing great!,14 to 16,Home Management,No
866,170,Put Shoes Away,2,Pick up shoes,You're doing great!,14 to 16,Home Management,No
867,170,Put Shoes Away,3,Carry to shoe rack or closet,You're doing great!,14 to 16,Home Management,No
868,170,Put Shoes Away,4,Place neatly on rack or in closet,You're doing great!,14 to 16,Home Management,No
869,171,Put Signed Papers In Backpack,1,Get signed paper,You're doing great!,8 to 10,Communication/Organization,No
870,171,Put Signed Papers In Backpack,2,Open backpack,You're doing great!,8 to 10,Communication/Organization,No
871,171,Put Signed Papers In Backpack,3,Put paper in Fold er,You're doing great!,8 to 10,Communication/Organization,No
872,171,Put Signed Papers In Backpack,4,Zip up backpack,You're doing great!,8 to 10,Communication/Organization,No
873,172,Put Signed Papers In Backpack,1,Get signed paper,You're doing great!,11 to 13,Communication/Organization,No
874,172,Put Signed Papers In Backpack,2,Open backpack,You're doing great!,11 to 13,Communication/Organization,No
875,172,Put Signed Papers In Backpack,3,Put paper in Fold er,You're doing great!,11 to 13,Communication/Organization,No
876,172,Put Signed Papers In Backpack,4,Zip up backpack,You're doing great!,11 to 13,Communication/Organization,No
877,173,Put Signed Papers In Backpack,1,Get signed paper,You're doing great!,14 to 16,Communication/Organization,No
878,173,Put Signed Papers In Backpack,2,Open backpack,You're doing great!,14 to 16,Communication/Organization,No
879,173,Put Signed Papers In Backpack,3,Put paper in Fold er,You're doing great!,14 to 16,Communication/Organization,No
880,173,Put Signed Papers In Backpack,4,Zip up backpack,You're doing great!,14 to 16,Communication/Organization,No
881,174,Refill Water Bottle,1,Get bottle,Great start!,14 to 16,Meal Preparation,No
882,174,Refill Water Bottle,2,Open bottle,You're doing great!,8 to 10,Meal Preparation,No
883,174,Refill Water Bottle,3,Fill with Water ,You're doing great!,8 to 10,Meal Preparation,No
884,174,Refill Water Bottle,4,Close lid tightly,You're doing great!,8 to 10,Meal Preparation,No
885,174,Refill Water Bottle,5,Put in backpack or bag,You're doing great!,8 to 10,Meal Preparation,No
886,175,Refill Water Bottle,1,Get bottle,Great start!,8 to 10,Meal Preparation,No
887,175,Refill Water Bottle,2,Open bottle,You're doing great!,11 to 13,Meal Preparation,No
888,175,Refill Water Bottle,3,Fill with Water ,You're doing great!,11 to 13,Meal Preparation,No
889,175,Refill Water Bottle,4,Close lid tightly,You're doing great!,11 to 13,Meal Preparation,No
890,175,Refill Water Bottle,5,Put in backpack or bag,You're doing great!,11 to 13,Meal Preparation,No
891,176,Refill Water Bottle,1,Get bottle,Great start!,11 to 13,Meal Preparation,No
892,176,Refill Water Bottle,2,Open bottle,You're doing great!,14 to 16,Meal Preparation,No
893,176,Refill Water Bottle,3,Fill with Water ,You're doing great!,14 to 16,Meal Preparation,No
894,176,Refill Water Bottle,4,Close lid tightly,You're doing great!,14 to 16,Meal Preparation,No
895,176,Refill Water Bottle,5,Put in backpack or bag,You're doing great!,14 to 16,Meal Preparation,No
896,177,Set Alarm For Morning,1,Open clock app,You're doing great!,11 to 13,Communication/Organization,No
897,177,Set Alarm For Morning,2,Choose wake-up time,You're doing great!,11 to 13,Communication/Organization,No
898,177,Set Alarm For Morning,3,Set alarm,You're doing great!,11 to 13,Communication/Organization,No
899,177,Set Alarm For Morning,4,Place device nearby,You're doing great!,11 to 13,Communication/Organization,No
900,178,Set Alarm For Morning,1,Open clock app,You're doing great!,14 to 16,Communication/Organization,No
901,178,Set Alarm For Morning,2,Choose wake-up time,You're doing great!,14 to 16,Communication/Organization,No
902,178,Set Alarm For Morning,3,Set alarm,You're doing great!,14 to 16,Communication/Organization,No
903,178,Set Alarm For Morning,4,Place device nearby,You're doing great!,14 to 16,Communication/Organization,No
904,179,Sort Laundry By Color,1,Separate darks and lights,You're doing great!,11 to 13,Home Management,No
905,179,Sort Laundry By Color,2,Check for special fabrics,You're doing great!,11 to 13,Home Management,No
906,179,Sort Laundry By Color,3,Make piles,You're doing great!,11 to 13,Home Management,No
907,179,Sort Laundry By Color,4,Start wash with one pile,You're doing great!,11 to 13,Home Management,No
908,180,Sort Laundry By Color,1,Separate darks and lights,You're doing great!,14 to 16,Home Management,No
909,180,Sort Laundry By Color,2,Check for special fabrics,You're doing great!,14 to 16,Home Management,No
910,180,Sort Laundry By Color,3,Make piles,You're doing great!,14 to 16,Home Management,No
